"TRAM","Rang","GEOM_WKT"
"T07882S","20-25 µg/m³","MultiLineString ((429187.88435278 4583997.89795455, 429154.13670423 4584050.96929191))"
"T00190V","25-30 µg/m³","MultiLineString ((432118.63937916 4581432.54781014, 432133.18943337 4581436.72670635))"
"T03510D","20-25 µg/m³","MultiLineString ((429478.01925291 4580504.53641042, 429413.38813528 4580502.124898))"
"T09502B","20-25 µg/m³","MultiLineString ((434138.14473073 4585147.13219072, 434040.69933056 4585245.87908201))"
"T10266D","20-25 µg/m³","MultiLineString ((434633.67917429 4585237.20658397, 434577.32952446 4585294.835102))"
"T19786G","25-30 µg/m³","MultiLineString ((431809.09859418 4585998.38816525, 431751.66498599 4586061.85070125))"
"T13412H","25-30 µg/m³","MultiLineString ((434035.3545648 4585937.94922587, 434016.21539555 4585919.49134126, 434012.82732616 4585911.01935339, 433990.19423729 4585903.87851323, 433979.4222024 4585901.45859086))"
"T08753O","20-25 µg/m³","MultiLineString ((427817.45211197 4585297.59636149, 427788.57535265 4585335.33264181, 427762.30355011 4585366.82089227, 427729.56079356 4585405.71420386))"
"T21462O","25-30 µg/m³","MultiLineString ((428729.93641877 4579228.44612529, 428698.76228387 4579348.79154862))"
"T13544S","25-30 µg/m³","MultiLineString ((427761.20177295 4580789.53290203, 427756.72716506 4580842.10601711, 427763.25527095 4580854.73098692))"
"T19385T","20-25 µg/m³","MultiLineString ((430263.55186993 4588083.5615489, 430356.34046953 4588127.63955487, 430377.08837602 4588111.04037136))"
"T09694Y","25-30 µg/m³","MultiLineString ((433471.15955509 4585258.96041021, 433411.73390217 4585316.85395217))"
"T14546Y","20-25 µg/m³","MultiLineString ((433231.04077612 4588635.76558737, 433292.29709926 4588665.88517098))"
"T02876A","20-25 µg/m³","MultiLineString ((427588.71216677 4580217.58033042, 427618.51921777 4580218.24510483))"
"T19791D","20-25 µg/m³","MultiLineString ((430967.16599158 4588599.23467575, 430963.05812241 4588617.33873552, 431010.80530008 4588630.99839546))"
"T01242U","25-30 µg/m³","MultiLineString ((430486.74727541 4581356.22105591, 430452.39256097 4581400.8103845))"
"T10097E","20-25 µg/m³","MultiLineString ((433031.14989529 4583025.94634006, 433127.4507525 4583119.19775347))"
"T00875R","20-25 µg/m³","MultiLineString ((431136.77612329 4581993.38110664, 431149.75618962 4581999.46801763))"
"T20666U","20-25 µg/m³","MultiLineString ((426806.79885326 4576640.54369445, 426989.58748342 4576554.64617144))"
"T11929X","20-25 µg/m³","MultiLineString ((431878.71111172 4588296.60629273, 431827.28816455 4588314.08670983))"
"T17869A","25-30 µg/m³","MultiLineString ((430450.65899948 4585009.07087913, 430514.57131967 4585038.15043929))"
"T00450W","20-25 µg/m³","MultiLineString ((431763.83824049 4581749.65898398, 431817.5690575 4581714.65252336))"
"T19011S","25-30 µg/m³","MultiLineString ((427587.91185122 4580966.84049312, 427573.86424745 4581021.9026848))"
"T12533L","20-25 µg/m³","MultiLineString ((430336.38324183 4587309.45540471, 430358.39522095 4587302.18722646))"
"T15970O","25-30 µg/m³","MultiLineString ((429059.57977585 4583553.62525654, 429053.03193191 4583575.48033958, 429049.97105284 4583592.006388, 429049.15516172 4583606.49141622, 429048.09023272 4583616.04643884))"
"T08276G","25-30 µg/m³","MultiLineString ((430370.79214227 4584124.28114771, 430419.20058753 4584172.95485489))"
"NS0011K","30-35 µg/m³","MultiLineString ((432244.24131227 4589414.58932519, 432244.36082579 4589427.486217, 432242.64236653 4589465.16641132, 432241.05594694 4589480.23849586, 432239.07291695 4589498.35144014, 432235.90000858 4589519.37303899, 432232.19826661 4589541.84896464, 432226.77780363 4589567.4979712, 432224.43994565 4589577.71810722))"
"T03615L","25-30 µg/m³","MultiLineString ((429356.77989658 4580218.71189177, 429331.52778862 4580209.60206967))"
"T11325B","25-30 µg/m³","MultiLineString ((428630.93947464 4583732.72979108, 428611.75355778 4583747.57095967))"
"T14562Y","25-30 µg/m³","MultiLineString ((430415.01529855 4581110.64822311, 430492.60997096 4581183.33074657))"
"T21251F","25-30 µg/m³","MultiLineString ((428668.02995709 4580234.44315136, 428681.32292803 4580227.91904025, 428698.06890112 4580220.97990225, 428711.94789499 4580217.35879116, 428724.3188957 4580214.9446934, 428739.10491501 4580214.4925803))"
"T01594P","25-30 µg/m³","MultiLineString ((431198.01795025 4581300.111581, 431218.27883893 4581281.3323987))"
"T19535P","25-30 µg/m³","MultiLineString ((433765.35778412 4582994.26873422, 433750.27989638 4583012.08587558, 433791.60029364 4583055.98862994, 433814.84360423 4583092.14450929, 433827.2398628 4583123.65146362, 433837.05414882 4583159.2904438, 433852.03257628 4583212.49041172, 433869.59488207 4583249.16233483, 433892.32116439 4583281.70221253, 433912.79137128 4583304.77809286))"
"T15590G","25-30 µg/m³","MultiLineString ((432930.8342125 4588754.51304802, 433022.35364719 4588793.15841583))"
"T17605E","25-30 µg/m³","MultiLineString ((433822.83787037 4583388.60490161, 433889.5055554 4583465.22651403))"
"T12861Y","15-20 µg/m³","MultiLineString ((431043.8431426 4589526.84456019, 431058.07720656 4589532.36046103, 431075.94533357 4589545.44634627, 431090.84745907 4589558.94125462, 431104.37860027 4589574.78817706, 431109.63669895 4589586.72315603, 431109.89573413 4589591.3091613))"
"T12575V","20-25 µg/m³","MultiLineString ((430328.08369948 4587371.59456655, 430319.41548703 4587345.31459032))"
"T04749C","25-30 µg/m³","MultiLineString ((431505.80052834 4585390.96248801, 431492.10250822 4585391.09759186, 431451.94354777 4585404.51191718))"
"T16742I","25-30 µg/m³","MultiLineString ((431913.2340525 4587753.95817168, 431954.32404399 4587744.44384548, 431951.72094587 4587732.02684549))"
"T11761R","15-20 µg/m³","MultiLineString ((425013.75351446 4585004.23726953, 425001.61851776 4585007.16736644, 424992.03254159 4585012.27344724, 424982.60359998 4585021.89753372, 424975.72167519 4585033.20960336, 424971.94876377 4585045.64265102, 424974.88991499 4585064.93865797))"
"T02618K","25-30 µg/m³","MultiLineString ((431368.32796691 4584161.43065327, 431275.79956109 4584258.30750031))"
"T06283X","20-25 µg/m³","MultiLineString ((431990.81827336 4587239.35376736, 432002.57081099 4587307.91878734))"
"T05512N","20-25 µg/m³","MultiLineString ((428252.43322708 4586940.92767286, 428288.87603096 4587039.6165525))"
"T17917R","25-30 µg/m³","MultiLineString ((430763.1141447 4585888.28690435, 430756.86681931 4585846.5658848, 430748.94578258 4585843.33093957, 430683.01674477 4585851.80945207, 430676.32369896 4585847.12349521))"
"T09050U","25-30 µg/m³","MultiLineString ((431649.69908063 4584250.72565902, 431748.01897279 4584348.04506237))"
"T15948Q","20-25 µg/m³","MultiLineString ((425241.06127836 4583083.23960386, 425252.96039404 4583096.0365329, 425254.7564241 4583099.62852473, 425256.77647667 4583106.13851934, 425258.57253401 4583113.32251668, 425260.59362238 4583124.5475185, 425259.11571465 4583137.00454885))"
"T19760W","15-20 µg/m³","MultiLineString ((426409.15703757 4584918.21450888, 426417.79913321 4584929.02445946, 426422.53460203 4584989.72251553, 426418.2296935 4585002.63656792, 426404.02483827 4585024.59070944, 426392.88002186 4585051.02383444))"
"T06229R","20-25 µg/m³","MultiLineString ((432062.18819222 4587346.06839661, 432069.06773963 4587416.91245703))"
"T19580U","20-25 µg/m³","MultiLineString ((426775.65181326 4581127.23091795, 426775.73789154 4581137.52893318, 426753.51414636 4581175.63916099))"
"T10406X","20-25 µg/m³","MultiLineString ((428755.22178883 4583354.1662694, 428800.51212982 4583389.80897898))"
"T20213V","25-30 µg/m³","MultiLineString ((425688.34106872 4576367.57975789, 425698.6043124 4576397.69672744, 425716.94562497 4576435.2736474, 425737.07687936 4576464.79854107, 425761.23411625 4576491.19139921, 425794.33738383 4576519.82119294, 425816.25753603 4576535.47805113, 425823.63859818 4576542.18900565))"
"T02513C","25-30 µg/m³","MultiLineString ((430790.58479219 4583598.55717322, 430885.92164607 4583691.43359237))"
"T03734R","25-30 µg/m³","MultiLineString ((430185.16088817 4580050.14633624, 430211.23691026 4580047.78913444, 430232.68095053 4580048.71297331, 430250.86501176 4580053.06184217, 430271.46911835 4580062.89170112, 430293.6092628 4580077.39355562, 430316.17046476 4580099.38341846, 430338.8386549 4580119.79427806))"
"T19568Y","20-25 µg/m³","MultiLineString ((427290.21961273 4582181.53162521, 427360.71389816 4582204.75112447))"
"T04952D","20-25 µg/m³","MultiLineString ((429661.36105558 4585308.71733924, 429644.92238887 4585356.13754052, 429636.94835878 4585353.79259747, 429629.05451596 4585376.1836935, 429625.51955073 4585381.50272896, 429619.8925495 4585382.49177338, 429606.49953773 4585383.67587724, 429583.57657503 4585393.2970672, 429577.56658504 4585395.85011705, 429570.64657564 4585396.02317002, 429564.97656152 4585395.31721204, 429560.24953585 4585392.89124414, 429544.332403 4585378.58834236, 429520.49221069 4585358.0464909))"
"T20758X","25-30 µg/m³","MultiLineString ((430592.73457391 4580715.70627024, 430574.68955602 4580717.03140903))"
"T10254Z","20-25 µg/m³","MultiLineString ((431135.37230119 4584778.30334941, 431233.58819411 4584875.69675325))"
"RD0027A","35-40 µg/m³","MultiLineString ((429220.47368164 4587729.42326936, 429225.81772439 4587731.77051755, 429250.59784444 4587742.55034611, 429275.217958 4587752.59017484, 429288.24801699 4587757.72008381, 429299.94807009 4587762.33000213, 429309.46811305 4587766.06993557, 429313.74813273 4587767.7599057, 429317.71815047 4587769.31987817, 429323.03454222 4587771.40637238))"
"T18047A","25-30 µg/m³","MultiLineString ((430145.73385412 4587429.23704394, 430155.30807761 4587456.79701499))"
"T10103L","20-25 µg/m³","MultiLineString ((433267.99733939 4583167.94076405, 433224.97160775 4583211.94615688))"
"T10164Y","25-30 µg/m³","MultiLineString ((432310.01952322 4582991.63274674, 432218.13810781 4583087.15958799))"
"T13689I","20-25 µg/m³","MultiLineString ((433657.48456703 4583382.13914312, 433673.82572555 4583399.68304622))"
"T00091T","25-30 µg/m³","MultiLineString ((432181.9683734 4581155.631905, 432196.49442949 4581160.06280177))"
"T04742V","20-25 µg/m³","MultiLineString ((430064.01039213 4586988.68596347, 430063.30343673 4586994.72097848, 430061.20251415 4587005.37501146, 430056.30570038 4587030.97208955))"
"T09011N","25-30 µg/m³","MultiLineString ((431720.5651475 4584507.99951233, 431784.29872194 4584570.57112473))"
"T09569U","25-30 µg/m³","MultiLineString ((433553.826907 4585552.75325417, 433600.10232126 4585598.05897644))"
"T18049C","25-30 µg/m³","MultiLineString ((430164.88231428 4587486.09798881, 430178.28764263 4587526.72295152))"
"T04811R","20-25 µg/m³","MultiLineString ((429288.28619392 4586064.1203899, 429322.24895342 4586025.39606943))"
"T20452I","30-35 µg/m³","MultiLineString ((428581.49681093 4580759.69561886, 428566.14979337 4580760.49573678))"
"T21074G","25-30 µg/m³","MultiLineString ((429381.79580256 4584280.53390685, 429390.7427104 4584266.59981765))"
"T11080Z","20-25 µg/m³","MultiLineString ((427881.39161796 4583904.31075748, 427874.4975199 4583892.81779248, 427843.82411846 4583846.26495517))"
"T08610A","20-25 µg/m³","MultiLineString ((428680.83272135 4585201.21163596, 428716.91897741 4585227.50540085))"
"T07539G","20-25 µg/m³","MultiLineString ((425169.67288496 4582387.3250783, 425168.67184643 4582382.45307842, 425134.06941947 4582333.28226613))"
"NS0014N","35-40 µg/m³","MultiLineString ((432580.74069448 4589603.66415669, 432591.7170914 4589598.75793998, 432606.14706279 4589592.0378201, 432618.11703559 4589586.00771994, 432629.89700522 4589579.59762062, 432641.02697324 4589573.1075261, 432652.00693897 4589566.34743229, 432663.00690132 4589559.13733762, 432673.7868609 4589551.60724412, 432680.71683188 4589546.36718338, 432687.45680068 4589540.8771237, 432695.11676111 4589534.09705501, 432702.56671932 4589527.06698752, 432709.68667558 4589519.84692223, 432716.48662899 4589512.31685888, 432723.48657383 4589503.61679218, 432730.07651553 4589494.58672806, 432735.62646124 4589486.29667298, 432740.86640495 4589477.80661994, 432746.62633581 4589467.51656013, 432751.93626415 4589456.98650334, 432755.86620446 4589448.31645994, 432759.50614341 4589439.52641855, 432763.06607746 4589430.10637677, 432764.11695394 4589427.12934423))"
"T02575Q","25-30 µg/m³","MultiLineString ((431272.00597426 4584444.80181128, 431367.54884192 4584539.43923138))"
"RL0031E",">40 µg/m³","MultiLineString ((432145.67327361 4581610.93508613, 432143.04576008 4581609.36889057, 432132.94569899 4581603.4189578, 432122.82563786 4581597.46902518, 432113.53558212 4581591.98908757, 432104.2555262 4581586.50914906, 432096.66548007 4581582.00919997, 432090.40622162 4581578.28999455))"
"T02701E","30-35 µg/m³","MultiLineString ((431749.34914054 4583581.08488859, 431843.36996966 4583671.02131357))"
"T09552L","25-30 µg/m³","MultiLineString ((433081.40052083 4585465.62568843, 433176.47837362 4585558.9321183))"
"T17268H","15-20 µg/m³","MultiLineString ((431051.59823758 4590328.90876376, 431054.86019497 4590322.62272916, 431054.60515197 4590317.00572227, 431053.07309535 4590309.85572264, 431047.96603317 4590302.70675012, 431039.02998632 4590298.36581103, 430884.0401814 4590224.06486898, 430873.57212636 4590218.9579403, 430855.44306133 4590214.10707008, 430816.23390737 4590201.858348))"
"T19490T","20-25 µg/m³","MultiLineString ((430474.89815854 4580816.71631836, 430413.13361327 4580757.53169556, 430402.92028658 4580716.6047101))"
"T08919S","25-30 µg/m³","MultiLineString ((431457.09862939 4585018.94127826, 431540.70738996 4585101.91477088))"
"T16873S","25-30 µg/m³","MultiLineString ((429315.72051431 4583204.13177588, 429292.13634666 4583186.87092907, 429290.52033441 4583185.58793942))"
"T14060H","20-25 µg/m³","MultiLineString ((429743.91369675 4581035.87520567, 429618.86001214 4580971.0520569))"
"T05537W","20-25 µg/m³","MultiLineString ((427133.98602889 4586879.91908889, 427137.8521402 4586893.82108154, 427147.51624223 4586905.30902623, 427172.64533928 4586912.96684711, 427261.56050644 4586916.79617637, 427282.82351046 4586912.96600843, 427292.48748197 4586907.22192574, 427302.15243898 4586899.56384001, 427309.88434949 4586886.16175985, 427323.41422549 4586867.01462644, 427335.0121565 4586855.5265199, 427350.47610802 4586845.95338697, 427369.80512355 4586844.03923679, 427391.06820008 4586849.78308407, 427408.4642996 4586859.35596687, 427431.65950963 4586882.33082682, 427466.4529407 4586932.1116411, 427499.31439776 4586985.72047616, 427508.97848527 4586995.29341781, 427522.50949178 4586993.37931178, 427578.5644193 4586972.31785166, 427609.4914093 4586964.65860408, 427621.08944181 4586966.57351885, 427638.48659933 4586983.80541382, 427669.41400986 4587031.67025449, 427682.94416138 4587048.90217889, 427684.8773529 4587073.79220372, 427675.21360965 4587109.67033427))"
"T00239V","20-25 µg/m³","MultiLineString ((432118.63937916 4581432.54781014, 432147.08569413 4581336.59144731))"
"T15965R","20-25 µg/m³","MultiLineString ((427748.49789213 4584888.10526253, 427739.03190361 4584891.54833983, 427720.72171092 4584869.95244656, 427715.32266147 4584864.5534795, 427713.44465142 4584863.61449238, 427709.68864201 4584863.14452027))"
"T15610T","20-25 µg/m³","MultiLineString ((432188.34582616 4581082.28774391, 432193.21069851 4581064.49267969))"
"T20722L","20-25 µg/m³","MultiLineString ((431471.95628292 4590907.61148518, 431463.32335608 4590919.02256849, 431455.73143413 4590930.86564459, 431451.78350634 4590941.19069069, 431448.29160806 4590955.31173927, 431447.98775509 4590974.74677201, 431447.98790489 4590994.48580291, 431451.02503408 4591010.88480557))"
"T15005E","25-30 µg/m³","MultiLineString ((425688.34106872 4576367.57975789, 425627.14534033 4576415.91129882, 425569.73170277 4576475.47782875, 425555.56783094 4576495.29496757))"
"T16513X","20-25 µg/m³","MultiLineString ((431751.03864731 4584698.91657058, 431793.31401695 4584738.92231119))"
"T10483K","25-30 µg/m³","MultiLineString ((428520.19162275 4582722.2710945, 428511.59073572 4582738.88718531, 428492.12578602 4582749.46534957, 428471.52375 4582748.91550549, 428456.60367218 4582741.70960801))"
"T12373N","20-25 µg/m³","MultiLineString ((431187.30107065 4587772.77169829, 431175.88915711 4587786.51780653, 431090.0163019 4587823.20151505))"
