tipo_establecimiento;tipo_titularidad;municipio_codigo;municipio_nombre;Municipio URIs;direccion_via_codigo;direccion_codigo_postal;direccion_ubicacion;direccion_coordenada_x;direccion_coordenada_y;horario_acceso;codigo_dea
Centro educativo;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Avda De Puerta De Hierro 2  ;28040;EDIFICIO PRINCIPAL ;438238;4477103;24:00 TODO EL AÑO ;2018-1299
Centro educativo;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Alfonso Xi 6  ;28014;PLANTA -1 - (JUNTO PUERTA PASILLO ASCENSORES) ;441406;4474456;;2018-1300
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle Del Príncipe De Vergara 187  ;28002;EN RECEPCIÓN EDIFICIO PRINCIPAL PUESTO DE RECEPCIONISTA URÍA MENÉNDEZ ABAOGADOS;442483;4477638;24H;2018-1305
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Paseo De La Castellana 20 3ª ;28046;EBRO FOODS SA ;441568;4475613;L A V 7.30-14.30;2018-1340
Centros residenciales de mayores con 200 plazas;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle Del Doctor Esquerdo 26 1ª ;28028;Despacho de enfermeras a mano derecha en la 1ª planta ;443141;4473975;24 h;2018-1349
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Avda De Bruselas 34  ;28028;HALL DE LA RECEPCION DEL EDIFICIO ;445579;4486744;;2018-1383
Centro educativo;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De La Maso 103 1ª ;28034;EDIFICIO PRINCIPAL COLEGIO VIRGEN DE MIRASIERRA;439486;4481760;8-17.30;2018-1428
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Avda De Europa 34  A;28023;SALA PRIMEROS AUXILIOS SISTEMAS AVANZADOS DE TECNOLOGÍA SA;433260;4477604;;2018-1259
Centro educativo;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Cazalegas 1 1ª ;28025;COLEGIO CAMBRILS ;438572;4469569;;2018-1272
Centro educativo;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Avda Del Cardenal Herrera Oria 242  ;28035;EDIFICIO J- ZONA DEPORTIVA ;439184;4481609;8:30 A 23:00 H;2018-1296
Centro de trabajo con más de 250 trabajadores;Privada;065;Getafe;https://www.wikidata.org/wiki/Q8802;Ctra Toledo Km12.2  ;;EN NAVE 1. EJES Y ENGRANAJES. JUNTO PUNTO LIMPIO HORNO HOLCROFT JOHN DEERE IBÉRICA S.A.;437430;4463076;24H;2018-1317
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Nanclares De Oca 5  ;28022;CAMPAMENTO DE OBRA. BOTIQUIN IBERDROLA INMOBILIARIA PATRIMONIO SAU;451274;4477484;07:00 -18:00;2018-1323
Otros;Pública;010;Alpedrete;https://www.wikidata.org/wiki/Q947926;Calle Del Campo De Fútbol S/n   ;28430;ENTRADA- HALL ;413872;4500874;;2018-1337
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De San Romualdo 13 Baja ;28037;EDIFICIO ALBORÁN RECEPCIÓN ASEA BROWN BOVERI S.A.;447310;4476649;24H;2018-1342
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De San Romualdo 13  ;28037;TALLER DE MOTORES.PLATAFORMA DE ENSAYOS ASEA BROWN BOVERI S.A.;447310;4476649;8-17.30;2018-1343
Centro educativo;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De La Loma 4  ;28003;SECRETARIA COLEGIO FEM. SCHOOL;439160;4477321;;2018-1354
Grandes establecimientos comerciales con una superficie superior a 2500 m2;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De La Castellana 196  ;28032;EN EL HALL DE ENTRADA DE LA RECEPCIÓN SIVERCODE INVESTMENTS SOCIMI SA;441591;4479341;;2018-1411
Establecimiento hotelero con más de 100 plazas;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Paseo De La Castellana 152  ;28046;EN EL HALL DE ENTRADA, A LA ALTURA DE LA RECEPCIÓN DE CLIENTES AC HOTEL AITANA;441524;4478589;;2018-1414
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De San Toribio 6  ;28031;FRIMETAL ;446063;4470194;L-V 6:35-14:40 SALVO EN PERIODO VACACIONAL;2018-1443
Centro de trabajo con más de 250 trabajadores;Privada;134;San Sebastián de los Reyes;https://www.wikidata.org/wiki/Q484717;Calle Gomera 9 0 ;28703;TYPSA ;447611;4489925;;2018-1444
Centro educativo;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De La Maso 103  ;28034;EN LA ENTRADA COLEGIO VIRGEN DE MIRASIERRA;439486;4481760;8-17.30;2018-1450
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Isaac Peral 58  ;28040;RECTORADO Y GERENCIA FUNDACIÓN UNIVERSITARIA SAN PABLO CEU;439066;4477091;8:30 -19:00;2018-1470
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Los Pirineos 55  ;28040;INSTITUTO DE ESTUDIO SUPERIORES FUNDACIÓN UNIVERSITARIA SAN PABLO CEU;439047;4478336;8:30 -19:00;2018-1471
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Julián Romea 18  ;28003;VICERRECTORADO DE ESTUDIANTES Y SERV. GRAL. UNIVERSIDAD FUNDACIÓN UNIVERSITARIA SAN PABLO CEU;439258;4477164;8:30 - 19:00;2018-1472
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Martín De Los Heros 60  ;28008;COLEGIO CEU CLAUDIO COELLO FUNDACIÓN UNIVERSITARIA SAN PABLO. CEU;439178;4475592;8:30 -19:00;2018-1475
Otros;Privada;022;Boadilla del Monte;https://www.wikidata.org/wiki/Q1641013;Ctra De Boadilla-madrid 5,300  ;28660;SERVICIO MÉDICO COLEGIO MONTEPRINCIPE;428474;4473844;8:30 -19:00;2018-1476
Establecimiento dependiente de una Administración Pública;Pública;005;Alcalá de Henares;https://www.wikidata.org/wiki/Q46940;Avda De Meco 1  ;28805;COCHE PATRULLA 74. MATRICULA 7439JXB. JEFATURA POLICIA LOCAL Y COMISARIA POLICIA NACNAL-AYTO ALCALA DE HENARES;469719;4482597;24H;2018-1482
Establecimiento dependiente de una Administración Pública;Pública;005;Alcalá de Henares;https://www.wikidata.org/wiki/Q46940;Avda De Meco   ;28805;COCHE PATRULLA 59 MATRICULA7635JWT.  POLICIA LOCAL. CUARTEL POLICIA AYTO. ALCALA DE H.;469719;4482597;24H;2018-1483
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De San Máximo 31 2ª 8;28041;SIADDE SOLUCIONES S.A. ;441124;4469769;8-20;2018-1514
Otros;Privada;130;San Fernando de Henares;https://www.wikidata.org/wiki/Q842211;Calle Tapiceros 9 1ª ;28850;PARQUE EMPRESARIAL. EN DESCANSILLO SANDVIK ESPAÑOLA S.A.;458096;4476943;L A V 8-18;2018-1288
Otros;Pública;174;Villamanta;https://www.wikidata.org/wiki/Q1915133;Cñada Real Segoviana S/n  ;28610;EN INVIERNO EDIFICIO POLIDEPORTIVO. EN VERANO PISCINA AYUNTAMIENTO VILLAMANTA;405706;4461259;;2018-1295
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Santa Leonor 65  ;28037;EDIFICIO G. PARQUE EMPRESARIAL AVALON UST GLOBAL ESPAÑA SAU;446767;4475933;08:00-19:00;2018-1322
Instalaciones de transporte;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Alcalá 478  ;28027;EN RECEPCIÓN DEL EDIFICIO PRINCIPAL ENATCAR;440966;4474516;;2018-1336
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle Del Príncipe De Vergara 187  ;28002;edificio anexo I- descansillo de escaleras en planta baja ;442483;4477638;24h /7 dias semana;2018-1388
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Avda De La Gran Vía De Hortaleza 3  ;;EDIFICIO SANTOÑA BANCO DE SANTANDER;444083;4479792;;2018-1395
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Avda De La Gran Vía De Hortaleza 3 2ª ;28033;EDIFICIO PEDREÑA BANCO DE SANTANDER;444083;4479792;;2018-1397
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Avda De La Gran Vía De Hortaleza 3  ;28033;EN EL GIMNASIO BANCO DE SANTANDER;444083;4479792;;2018-1398
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De La Basílica 23 Baja ;28020;AGENCIA DE VIVIENDA SOCIAL CE LA COMUNIDAD DE MADRID ;440847;4477838;L A V 8-15;2018-1409
Establecimiento dependiente de una Administración Pública;Pública;005;Alcalá de Henares;https://www.wikidata.org/wiki/Q46940;Avda De Meco 1  ;28805;COCHE PATRULLA 64 POLICIA LOCAL MATRICULA 2612 KTK AYTO. ALCALA DE H. CUARTEL POLICIA;469719;4482597;24H;2018-1486
Centro educativo;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Carretas 14 2º G;28012;EN LA RECEPCIÓN CENTRO DE FORMACIÓN TÉCNICA.;440327;4474075;L A V 8-20;2018-1502
Centro educativo;Pública;091;Morata de Tajuña;https://www.wikidata.org/wiki/Q1772158;Calle Del Grupo Escolar S/n  ;28530;"EN CONSERJERÍA, FRENTE A DESPACHO DE DIRECCIÓN C.E.I.P. ""CLAUDIO VÁZQUEZ""";462474;4453559;7.30-19;2018-1503
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Serrano 13  ;28001;BOTIQUÍN ENTRADA DE EXPOSICIÓN PERMANENTE DEL MUSEO MUSEO ARQUEOLÓGICO NACIONAL;441602;4475000;24H;2018-1504
Establecimiento dependiente de una Administración Pública;Pública;082;Manzanares el Real;https://www.wikidata.org/wiki/Q55483;Avda De La Pedriza 36  ;28410;RECEPCIÓN DEL POLIDEPORTIVO MUNICIPAL AYUNTAMIENTO DE MANZANARES DEL REAL;426649;4508819;9-22;2018-1505
Establecimiento dependiente de una Administración Pública;Pública;082;Manzanares el Real;https://www.wikidata.org/wiki/Q55483;Calle De La Cañada 66  ;28410;VESTUARIOS RECEPCIÓN. CAMPO DE FUTBOL AYUNTAMIENTOMANZANARES EL REAL;427287;4508948;9-22;2018-1506
Establecimiento dependiente de una Administración Pública;Pública;082;Manzanares el Real;https://www.wikidata.org/wiki/Q55483;Avda De La Pedriza 50  ;28410;CAFETERÍA DEL PARQUE DEPORTIVO LA HORA JOVEN AYTO. MANZANARES DEL REAL;426524;4508864;9-22;2018-1507
Establecimiento dependiente de una Administración Pública;Pública;082;Manzanares el Real;https://www.wikidata.org/wiki/Q55483;Calle Del Palomar 21  ;28410;EN LA RECEPCIÓN DE LA CASA DE LA JUVENTUD AYUNTAMIENTO DE MANZANARES DEL REAL;427335;4509203;9-22;2018-1508
Centro de trabajo con más de 250 trabajadores;Privada;006;Alcobendas;https://www.wikidata.org/wiki/Q487679;Calle De La Caléndula 13 -1 ;28109;EN EL SERVICIO MÉDICO FORD ESPAÑA SA;445151;4486287;24H;2018-1517
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Bernardino Obregón 25  ;28012;EN LA RECEPCIÓN IMF BUSINESS SCHOOL;440720;4472639;9-20 Y 8-15;2018-1519
Instalaciones de transporte;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Avda De Los Poblados 0  ;;VESTÍBULO PPAL JUNTO A TAQUILLAS RENFE VIAJEROS SOIEDAD MERCANTIL ESTATAL;435450;4470923;;2018-1529
Instalaciones de transporte;Pública;013;Aranjuez;https://www.wikidata.org/wiki/Q486792;Calle De La Estación 0  ;28300;EN EL VESTÍBULO JUNTO A TAQUILLAS RENFE VIAJEROS SOCIEDAD MERCANTIL ESTATAL;447251;4431811;;2018-1530
Instalaciones de transporte;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Avda Del Talgo 0  ;28023;EN INFORMACIÓN, DEBAJO DE PANTALLA DE INFORMACIÓN RENFE VIAJEROS SOCIEDAD MERCANTIL ESTATAL;433386;4477835;;2018-1531
Instalaciones de transporte;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Plaza Del Emperador Carlos V 0  ;;ACCESO A ANDENES RENFE VIAJEROS SOCIEDAD MERCANTIL ESTATAL;441334;4473175;;2018-1532
Instalaciones de transporte;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Freud 5  ;28049;VESTÍBULO PRINCIPAL AL LADO DE INFORMACIÓN RENFE VIAJETOS SOCIEDAD MERCANTIL ESTATAL;440693;4488352;;2018-1534
Instalaciones de transporte;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Gta De Embajadores 0  ;28012;TAQUILLA EMBAJADORES RENFE VIAJEROS SOCIEDAD MERCANTIL ESTATAL;440386;4472967;;2018-1539
Instalaciones de transporte;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Avda De Entrevías 0  ;28053;PARED DERECHA AL LADO DE TAQUILLAS RENFE VIAJEROS SOCIEDAD MERCANTIL ESTATAL;443301;4470327;;2018-1540
Instalaciones de transporte;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle Vestíbulo Frente A Máquinas Expendedoras De Billetes 0  ;;RENFE VIAJEROS SOCIEDAD MERCANTIL ESTATAL;434752;4470621;;2018-1541
Instalaciones de transporte;Pública;058;Fuenlabrada;https://www.wikidata.org/wiki/Q54902;Calle Estación 0  ;28944;ENTRADA PPAL. PARED DCHA JUNTO A TAQUILLAS. RENFE VIAJEROS SOCIEDAD MERCANTIL ESTATAL;432041;4459519;;2018-1542
Instalaciones de transporte;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De La Alhambra   ;28047;VESTÍBULO PRINCIPAL FRENTE MÁQUINA TICKETS RENFE VIAJEROS SOCIEDAD MERCANTIL ESTATAL;436830;4472332;;2018-1544
Otros;Privada;006;Alcobendas;https://www.wikidata.org/wiki/Q487679;Calle De Sepúlveda 17  ;28108;EDIFICIO DATA C & A MODAS SLU;444529;4486609;7.30-18;2018-1609
Centro educativo;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Juan Esplandiu 2  ;28007;COLEGIO MONTSERRAT- HALL PUERTA PRINCIPAL FRENTE A CONSERJERIA ;443627;4474130;L-V: 8-21 H;2018-1622
Centro educativo;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De San Roberto 8  ;28011;COLEGIO LOURDES- CONSERJERIA EDIF. ESO/BACHILLERATO ;435550;4472775;L-V: 7-19 H;2018-1624
Centro de trabajo con más de 250 trabajadores;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Bailén 3  ;28013;PALACIO DEL SENADO. ENTRADA PLAZA DE LA MARINA AL LADO DE LA DEPENDENCIA DE SEGURIDAD.;439557;4474790;EN CUALQUIER MOMENTO;2018-1643
Centro educativo;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Avda De Los Hermanos García Noblejas 68  ;28037;casa de jesus maria ;446449;4475632;NO CONSTA;2018-1645
Centro de trabajo con más de 250 trabajadores;Privada;022;Boadilla del Monte;https://www.wikidata.org/wiki/Q1641013;Avda De Cantabria 1  ;28660;EDIFICIO ENCINAR PLANTA BAJA ;426681;4472163;;2018-1655
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Campezo 1 0 ;28022;HALL/VESTÍBULO ZONA DONDE ESTÁ UBICADO ELPERSONAL DE RECEPCIÓN APPLUS NORCONTROL, S.L.U.dePARQUE EMPRESARIAL LAS MERCEDES;450652;4477728;;2018-1661
Centro de trabajo con más de 250 trabajadores;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Bailén 3  ;28013;EDIFICIO DE AMPLIACIÓN DEL SENADO, EN EL GABINETE MÉDICO;439559;4474788;EN CUALQUIER MOMENTO;2018-1669
Centro de trabajo con más de 250 trabajadores;Privada;022;Boadilla del Monte;https://www.wikidata.org/wiki/Q1641013;Avda De Cantabria 1  ;28660;EDIFICIO PEREDA ESTE ;426604;4471651;;2018-1677
Centro de trabajo con más de 250 trabajadores;Privada;022;Boadilla del Monte;https://www.wikidata.org/wiki/Q1641013;Avda De Cantabria 1  ;28660;EDIFICIO PAMPA PLANTA 2 ;426357;4471804;;2018-1678
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Josefa Valcárcel 9  ;28027;BEONE ARTURO SORIA ;445074;4477756;;2018-1709
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Serrano 127  ;28006;LOCAL ;441795;4477113;L a V 07:30 a 22:30/S 09h a 20h y D: 10h a 15h;2018-1718
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De La Ribera Del Loira 50  ;28042;RECEPCIÓN PARED DERECHA 40.461352/-3.620833 ;447402;4479188;NO CONSTA;2018-1731
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;022;Boadilla del Monte;https://www.wikidata.org/wiki/Q1641013;Calle De Luigi Boccherini 5  ;28660;;424849;4472992;;2018-1732
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;123;Rivas-Vaciamadrid;https://www.wikidata.org/wiki/Q644481;Calle De La Madera 19  ;28523;"el nombre completo de la calle es ""de la madera"" ";453697;4467262;"L-V: 07:30-22:30; S: 09:00-20:00 H; D: 10:00-15:00 H.";2018-1736
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;005;Alcalá de Henares;https://www.wikidata.org/wiki/Q46940;Calle Ronda Fiscal 0  ;28803;ESQUINA PASEO DE PASTRANA - LOCAL- ;469004;4480502;"L-V: 07:30-22:30 H; S: 09 H-20 H ;D: 10 H-15 H.";2018-1737
Centro de trabajo con más de 250 trabajadores;Privada;006;Alcobendas;https://www.wikidata.org/wiki/Q487679;Calle De Anabel Segura 16  ;28108;EN EL HALL DE ENTRADA DEL EDIFICIO 2 INVERSIONES VILLAR S.A.U.;446786;4487112;;2018-1755
Establecimiento dependiente de una Administración Pública;Pública;010;Alpedrete;https://www.wikidata.org/wiki/Q947926;Plaza De La Constitución 8  ;28430;CENTRO DE MAYORES ALPEDRETE HALL DE ENTRADA;413282;4501549;DE 10,00 A 21,00;2018-1758
Establecimiento dependiente de una Administración Pública;Pública;010;Alpedrete;https://www.wikidata.org/wiki/Q947926;Calle Félix Díaz San Gregorio 3  ;28430;CENTRO JUVENTUD HALL DE ENTRADA;413343;4501580;L-V: 10 A 21. S: 10 A 22;2018-1763
Centro educativo;Pública;161;Valdemoro;https://www.wikidata.org/wiki/Q840373;Ronda De San Sebastián   ;28343;;442870;4448726;;2018-1764
Centro educativo;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Javier De Miguel 17  ;28018;A RAS DE CALLE VALDECAS;443826;4471054;;2018-1776
Centro educativo;Pública;161;Valdemoro;https://www.wikidata.org/wiki/Q840373;Calle Fuentecilla 18 18 ;28341;CEIP NUESTRA SEÑORA DEL ROSARIO ;441777;4448658;;2018-1785
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Paseo De Los Olmos 19  ;28005;centro de control - garaje sótano 1 SEDE ENAGAS;439733;4472806;24 HORAS;2018-1804
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Serrano 61 7 ;28006;C.C. ABC SERRANO- REEBOK SPORTS CLUB MADRID ;441732;4475954;;2018-1805
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Yécora 4  ;28022;POLIGONO INDUSTRIAL DE LAS MERCEDES ;451267;4477635;24 HORAS;2018-1806
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De María De Portugal 1 0 ;28050;;443651;4482920;08:00 - 17:30 H;2018-1810
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;074;Leganés;https://www.wikidata.org/wiki/Q77433;Avda Puerta Del Sol 2  ;28918;;435594;4466151;L-V 06:00-23:00/S-D-F 08:00-21:00;2018-1815
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Paseo De La Castellana 89 9ª ;28046;PROYECTO SALVAVIDAS ;441353;4477931;L A V 7.30-23;2018-1614
Centro educativo;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Mateo Inurria 25-27  ;28036;EN RECEPCIÓN DEL EDIFICIO 4 ESADE ESCID S.L.;442154;4479879;;2018-1615
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Albasanz 16 4 ;28037;EDIFICIO ALTALIA ;446488;4476346;24 H DE LUNES A DOMINGO;2018-1641
Centro educativo;Privada;045;Colmenar Viejo;https://www.wikidata.org/wiki/Q55480;Calle De Zurbarán 7  ;28770;EN EL HALL DE ENTRADA COLEGIO ZURBARÁN S.L;434712;4502544;;2018-1658
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Paseo De La Chopera 4  ;28045;AL FONDO DEL PASILLO CENTRAL JUNTO A ACCESO A CIA NCNAL DE DANZA INAEM;440474;4471880;L A V 9-16.30;2018-1660
Establecimiento hotelero con más de 100 plazas;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Atocha 83 Baja ;28012;HALL EDIFICIO MORATÍN HOTEL TRYP ATOCHA;440816;4473687;;2018-1683
Centro educativo;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De San Roberto 8  ;28011;COLEGIO LOURDES. CASETA DEL POLIDEPORTIVO FUNDACIÓN HOGAR DEL EMPLEADO;435572;4472858;;2018-1694
Centro de trabajo con más de 250 trabajadores;Privada;022;Boadilla del Monte;https://www.wikidata.org/wiki/Q1641013;Avda De Cantabria 1  ;28660;EDIFICIO EL SARDINERO PLANTA BAJA ;426214;4472002;;2018-1702
Centro de trabajo con más de 250 trabajadores;Privada;022;Boadilla del Monte;https://www.wikidata.org/wiki/Q1641013;Avda De Cantabria 1  ;28660;EDIFICIO EL SARDINERO 1º ;425426;4471971;;2018-1704
Centro de trabajo con más de 250 trabajadores;Privada;022;Boadilla del Monte;https://www.wikidata.org/wiki/Q1641013;Avda De Cantabria 1  ;28660;EDIFICIO PINAR PLANTA SEMISOTANO ;426638;4471784;;2018-1705
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Ontanilla 2-42  ;28025;;438145;4469546;;2018-1703
Centro educativo;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Ángel Muñoz 5  ;28043;COLEGIO MADRE DE DIOS -;444316;4478375;;2018-1706
Centro educativo;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Torregalindo 10  ;28016;INSTITUTO NACIONAL DE LAS ARTES ESCENICAS Y LA MUSICA ;443287;4479223;;2018-1707
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De La Castellana 91 8ª ;28032;ALTAMAR CAPITAL PARTNERS ;441363;4478003;24 H;2018-1722
Otros;Privada;065;Getafe;https://www.wikidata.org/wiki/Q8802;Calle Eratóstenes 19  ;28906;HALL ENTRADA NAVE ;441125;4460775;24 H;2018-1729
Centro de trabajo con más de 250 trabajadores;Privada;115;Pozuelo de Alarcón;https://www.wikidata.org/wiki/Q639422;Calle Fernando Rey 8  ;28223; VIDEOREPORT S.A.;432600;4471990;24H;2018-1748
Centro educativo;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Santa Bernardita 3  ;28023;;434534;4478341;;2018-1754
Centro educativo;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Arroyofresno 1  ;28035;EN EL HALL/SALA DE ESPERA DE LA ESCUELA DE NEGOCIOS ESCP Europe;436459;4480319;;2018-1769
Centro educativo;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De La Cueva De Montesinos 45  ;28034;EN EL VESTÍBULO DE ENTRADA JUNTO AL MOSTRADOR DE RECEPCIÓN FUNDACIÓN SÍNDROME DE DOWN MADRID;441309;4483458;;2018-1784
